episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,100.0,19,9,7,3,28.333333333333332
1,200.0,36,12,18,6,28.333333333333332
1,300.0,52,21,30,1,28.19047619047619
1,400.0,76,23,50,3,27.73913043478261
1,500.0,97,27,66,4,28.0
1,600.0,111,32,76,3,28.21875
1,700.0,130,37,88,5,27.864864864864863
1,800.0,146,43,100,3,28.232558139534884
1,900.0,161,46,113,2,28.543478260869566
1,1000.0,175,52,119,4,28.865384615384617
1,1100.0,193,54,133,6,28.74074074074074
1,1200.0,212,62,148,2,28.919354838709676
1,1300.0,225,68,154,3,29.102941176470587
1,1400.0,245,71,171,3,29.323943661971832
1,1500.0,267,76,186,5,29.460526315789473
1,1600.0,283,82,196,5,29.378048780487806
1,1700.0,304,86,214,4,29.27906976744186
1,1800.0,318,92,224,2,29.358695652173914
1,1900.0,338,96,238,4,29.28125
1,2000.0,358,99,254,5,29.373737373737374
1,2100.0,377,107,269,1,29.149532710280372
1,2200.0,391,113,277,1,29.061946902654867
1,2300.0,406,116,287,3,28.896551724137932
1,2400.0,425,119,301,5,28.781512605042018
1,2500.0,444,124,318,2,28.983870967741936
1,2600.0,462,130,327,5,29.03076923076923
1,2700.0,477,136,338,3,29.13235294117647
1,2800.0,490,139,349,2,29.158273381294965
1,2900.0,511,145,359,7,29.03448275862069
1,3000.0,528,149,374,5,29.093959731543624
1,3100.0,546,154,386,6,28.941558441558442
1,3200.0,567,159,403,5,29.0
1,3300.0,575,162,412,1,28.98148148148148
1,3400.0,585,163,419,3,29.05521472392638
1,3500.0,604,167,433,4,29.07185628742515
1,3600.0,621,171,445,5,29.128654970760234
1,3700.0,639,173,460,6,29.15606936416185
1,3800.0,655,177,470,8,29.19774011299435
1,3900.0,677,181,493,3,29.364640883977902
1,4000.0,686,183,503,0,29.39344262295082
1,4100.0,702,187,509,6,29.267379679144383
1,4200.0,716,194,521,1,29.15979381443299
1,4300.0,729,198,527,4,29.11111111111111
1,4400.0,748,203,541,4,29.12807881773399
1,4500.0,765,208,550,7,29.072115384615383
1,4600.0,785,211,569,5,29.085308056872037
1,4700.0,811,216,589,6,29.069444444444443
1,4800.0,838,220,610,8,29.12727272727273
1,4900.0,856,224,629,3,29.142857142857142
1,5000.0,875,230,640,5,29.160869565217393
1,5100.0,900,239,655,6,29.255230125523013
1,5200.0,924,242,675,7,29.260330578512395
1,5300.0,958,246,703,9,29.41869918699187
1,5400.0,981,251,726,4,29.46613545816733
1,5500.0,1001,257,741,3,29.43579766536965
1,5600.0,1017,263,752,2,29.49809885931559
1,5700.0,1033,267,760,6,29.54307116104869
1,5800.0,1057,273,781,3,29.531135531135533
1,5900.0,1092,276,811,5,29.518115942028984
1,6000.0,1125,280,838,7,29.507142857142856
1,6100.0,1148,284,862,2,29.492957746478872
1,6200.0,1175,288,879,8,29.42361111111111
1,6300.0,1198,297,895,6,29.420875420875422
1,6400.0,1213,301,909,3,29.411960132890364
1,6500.0,1229,304,920,5,29.401315789473685
1,6600.0,1249,308,938,3,29.483766233766232
1,6700.0,1271,311,954,6,29.479099678456592
1,6800.0,1288,315,971,2,29.56825396825397
1,6900.0,1306,318,986,2,29.540880503144653
1,7000.0,1321,324,994,3,29.549382716049383
1,7100.0,1341,326,1012,3,29.53680981595092
1,7200.0,1360,333,1023,4,29.56756756756757
1,7300.0,1376,338,1035,3,29.56508875739645
1,7400.0,1391,342,1047,2,29.54093567251462
1,7500.0,1421,343,1070,8,29.551020408163264
1,7600.0,1444,349,1093,2,29.558739255014327
1,7700.0,1459,352,1106,1,29.576704545454547
1,7800.0,1489,355,1128,6,29.580281690140843
1,7900.0,1513,358,1152,3,29.60335195530726
1,8000.0,1538,360,1175,3,29.622222222222224
1,8100.0,1567,367,1195,5,29.615803814713896
1,8200.0,1580,370,1208,2,29.63243243243243
1,8300.0,1601,375,1222,4,29.672
1,8400.0,1615,377,1233,5,29.6657824933687
1,8500.0,1631,384,1242,5,29.6953125
1,8600.0,1646,388,1254,4,29.670103092783506
1,8700.0,1660,393,1266,1,29.66412213740458
1,8800.0,1681,399,1277,5,29.649122807017545
1,8900.0,1703,404,1295,4,29.653465346534652
1,9000.0,1721,407,1313,1,29.665847665847664
1,9100.0,1744,414,1328,2,29.6256038647343
1,9200.0,1759,417,1336,6,29.640287769784173
1,9300.0,1776,421,1352,3,29.617577197149643
1,9400.0,1799,427,1368,4,29.60655737704918
1,9500.0,1818,429,1385,4,29.575757575757574
1,9600.0,1836,431,1403,2,29.5661252900232
1,9700.0,1864,439,1419,6,29.544419134396357
1,9800.0,1890,446,1442,2,29.59865470852018
1,9900.0,1918,450,1463,5,29.595555555555556
1,10000.0,1947,454,1490,3,29.568281938325992
1,10100.0,1970,461,1507,2,29.592190889370933
1,10200.0,1988,464,1522,2,29.592672413793103
1,10300.0,2003,468,1533,2,29.587606837606838
1,10400.0,2020,471,1544,5,29.554140127388536
1,10500.0,2042,479,1557,6,29.55323590814196
1,10600.0,2057,481,1574,2,29.544698544698544
1,10700.0,2072,484,1587,1,29.56404958677686
1,10800.0,2082,487,1592,3,29.550308008213552
1,10900.0,2097,493,1602,2,29.549695740365113
1,11000.0,2109,497,1610,2,29.551307847082494
1,11100.0,2129,499,1627,3,29.559118236472944
1,11200.0,2156,506,1647,3,29.551383399209485
1,11300.0,2179,509,1666,4,29.55599214145383
1,11400.0,2205,512,1689,4,29.560546875
1,11500.0,2238,518,1714,6,29.54054054054054
1,11600.0,2267,523,1740,4,29.535372848948374
1,11700.0,2288,528,1759,1,29.56628787878788
1,11800.0,2309,532,1774,3,29.56015037593985
1,11900.0,2334,536,1795,3,29.55410447761194
1,12000.0,2349,537,1809,3,29.57169459962756
1,12100.0,2375,542,1828,5,29.566420664206642
1,12200.0,2400,545,1852,3,29.563302752293577
1,12300.0,2423,547,1872,4,29.577696526508227
1,12400.0,2439,552,1882,5,29.653985507246375
1,12500.0,2468,558,1904,6,29.654121863799283
1,12600.0,2491,564,1924,3,29.68439716312057
1,12700.0,2516,576,1937,3,29.694444444444443
1,12800.0,2533,584,1948,1,29.68321917808219
1,12900.0,2562,587,1971,4,29.655877342419082
1,13000.0,2586,591,1992,3,29.65482233502538
1,13100.0,2615,595,2016,4,29.687394957983194
1,13200.0,2645,602,2037,6,29.727574750830566
1,13300.0,2662,607,2048,7,29.766062602965402
1,13400.0,2685,613,2068,4,29.804241435562805
1,13500.0,2705,616,2085,4,29.81331168831169
1,13600.0,2727,622,2101,4,29.810289389067524
1,13700.0,2756,629,2122,5,29.812400635930047
1,13800.0,2778,633,2137,8,29.84518167456556
1,13900.0,2802,640,2155,7,29.8515625
1,14000.0,2829,647,2178,4,29.850077279752703
1,14100.0,2847,654,2191,2,29.932721712538225
1,14200.0,2857,659,2197,1,29.931714719271625
1,14300.0,2876,663,2209,4,29.93815987933635
1,14400.0,2895,666,2226,3,29.945945945945947
1,14500.0,2913,668,2242,3,29.94610778443114
1,14600.0,2926,674,2248,4,29.945103857566764
1,14700.0,2946,679,2263,4,29.97938144329897
1,14800.0,2971,684,2282,5,29.96345029239766
1,14900.0,2991,687,2301,3,29.963609898107716
1,15000.0,3003,688,2314,1,29.973837209302324
1,15100.0,3020,691,2323,6,29.97973950795948
1,15200.0,3044,697,2338,9,29.998565279770446
1,15300.0,3060,702,2358,0,30.027065527065528
1,15400.0,3080,705,2369,6,30.00567375886525
1,15500.0,3099,711,2382,6,30.008438818565402
1,15600.0,3119,721,2394,4,30.069348127600556
1,15700.0,3138,724,2413,1,30.073204419889503
1,15800.0,3158,728,2427,3,30.07554945054945
1,15900.0,3171,732,2436,3,30.075136612021858
1,16000.0,3186,736,2448,2,30.059782608695652
1,16100.0,3202,738,2462,2,30.056910569105693
1,16200.0,3224,740,2479,5,30.05
1,16300.0,3253,747,2503,3,30.056224899598394
1,16400.0,3275,750,2524,1,30.057333333333332
1,16500.0,3304,757,2542,5,30.043593130779392
1,16600.0,3325,763,2559,3,30.023591087811273
1,16700.0,3348,765,2579,4,30.02483660130719
1,16800.0,3375,771,2597,7,30.06225680933852
1,16900.0,3400,776,2620,4,30.103092783505154
1,17000.0,3429,784,2639,6,30.113520408163264
1,17100.0,3456,787,2661,8,30.115628970775095
1,17200.0,3480,793,2680,7,30.1109709962169
1,17300.0,3500,801,2695,4,30.093632958801496
1,17400.0,3526,803,2719,4,30.093399750933997
1,17500.0,3550,807,2742,1,30.073110285006194
1,17600.0,3576,813,2757,6,30.08241082410824
1,17700.0,3597,816,2777,4,30.06985294117647
1,17800.0,3624,824,2795,5,30.031553398058254
1,17900.0,3645,827,2811,7,30.032648125755745
1,18000.0,3664,834,2825,5,30.053956834532375
1,18100.0,3684,840,2841,3,30.029761904761905
1,18200.0,3698,844,2849,5,30.03080568720379
1,18300.0,3718,851,2865,2,30.025851938895418
1,18400.0,3736,855,2880,1,30.035087719298247
1,18500.0,3763,859,2901,3,30.036088474970896
1,18600.0,3777,864,2909,4,30.05787037037037
1,18700.0,3803,866,2933,4,30.051963048498845
1,18800.0,3820,870,2947,3,30.050574712643677
1,18900.0,3842,877,2958,7,30.039908779931586
1,19000.0,3860,886,2973,1,30.044018058690746
1,19100.0,3875,890,2983,2,30.062921348314607
1,19200.0,3890,893,2993,4,30.05711086226204
1,19300.0,3909,900,3004,5,30.02888888888889
1,19400.0,3919,907,3011,1,30.016538037486217
1,19500.0,3928,908,3017,3,30.013215859030836
1,19600.0,3942,912,3029,1,29.99561403508772
1,19700.0,3955,914,3038,3,29.98249452954048
1,19800.0,3969,917,3048,4,29.99236641221374
1,19900.0,3991,921,3068,2,29.984799131378935
1,20000.0,4014,924,3081,9,30.006493506493506
